lac, lon, lat, adr
7804,30.32151,59.93951,Россия_Санкт-Петербург_Санкт-Петербург_Центральный_наб. реки Мойки_ д. 22_ отель "Кемпински Мойка 22"
7816,30.4824027777778,59.8453333333333,Россия_Санкт-Петербург_ _Невский_пр.Обуховской Обороны_ 295Б
7808,30.2795,60.0042388888889,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_Серебристый бульвар_ 18/1
4708,30.6252784729004,59.7844429016113,Россия_Санкт-Петербург_Понтонный_Колпинский_ул. Александра Товпенко_14
4704,29.8172166666667,60.279725,Россия_Ленинградская область_Симагино_Выборгский_ 
4708,30.8161111111111,59.7936111111111,Россия_Ленинградская область_Отрадное_Кировский_п. Петрушино_ РРС Ростелеком
7820,30.0169166666667,60.0096666666667,Россия_Санкт-Петербург_Лисий Нос_Курортный_"Лисий Нос 2"
4704,30.0169166666667,60.0096666666667,Россия_Санкт-Петербург_Лисий Нос_Курортный_"Лисий Нос 2"
7811,30.2913888888889,59.96325,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_ул. Петрозаводская_ д. 8
7810,30.2795,60.0042388888889,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_Серебристый бульвар_ 18/1
4736,29.4745833333333,60.6090833333333,Россия_Ленинградская область_Климово_Выборгский_РРС Ростелеком
7816,30.2247219085693,60.0072212219238,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_Яхтенная 40 (14 этаж)
4702,30.9409277777778,59.8381694444444,Россия_Ленинградская область_Дубровка_Всеволожский_ул. Советсткая_ д.1_ ООО "Завод Невский ламинат"
4708,30.9409277777778,59.8381694444444,Россия_Ленинградская область_Дубровка_Всеволожский_ул. Советсткая_ д.1_ ООО "Завод Невский ламинат"
7816,30.4223,60.05289,Россия_Ленинградская область_Мурино_Всеволожский_квартал 5_ участок 1
4734,30.0169166666667,60.0096666666667,Россия_Санкт-Петербург_Лисий Нос_Курортный_"Лисий Нос 2"
4702,29.2858888888889,59.1194444444444,Россия_Ленинградская область_Лемовжа_Волосовский_ 
4752,30.14893,60.76041,Россия_Ленинградская область_Соловьевка_Приозерский_Приозерское ш._ р-н пос. Соловьевка
7809,30.31021,59.92455,Россия_Санкт-Петербург_Санкт-Петербург_Адмиралтейский_ул. Римского-Корсакова_ д. 5-7
4784,31.1802805555556,59.5922638888889,Россия_Ленинградская область_Шапки_Тосненский_ 
7823,30.2891083333333,60.0034166666667,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_пр.Испытателей_ д.8/1
7802,30.31021,59.92455,Россия_Санкт-Петербург_Санкт-Петербург_Адмиралтейский_ул. Римского-Корсакова_ д. 5-7
4706,30.14893,60.76041,Россия_Ленинградская область_Соловьевка_Приозерский_Приозерское ш._ р-н пос. Соловьевка
4708,31.1802805555556,59.5922638888889,Россия_Ленинградская область_Шапки_Тосненский_ 
